horizon,fold,train_end,test_start,test_end,n_train,n_opt_train,n_opt_val,n_test,model,mae,rmse,dir_acc,skill_vs_naive,skill_vs_ar1
3,3,2007,2008,2011,9568,8701,867,876,ensemble_lgbm_ridge_prior,0.06353786270491323,0.10343553660229267,0.7625570776255708,0.0971116710455262,-0.0026271719880928135
3,3,2007,2008,2011,9568,8701,867,876,ensemble_lgbm_catboost_xgboost,0.06587659390824323,0.10577729812248507,0.7431506849315068,0.06387773747972147,-0.039532339279056083
3,3,2007,2008,2011,9568,8701,867,876,ensemble_lgbm_cat_xgb_ridge_prior,0.0626579743738174,0.1029742680856474,0.7705479452054794,0.10961509610751241,0.011257461701414395
3,2,2011,2012,2015,10444,9568,876,876,naive_persistence,0.06819922477006912,0.11618446558713913,0.7648401826484018,0.0,-0.12449884414672852
3,2,2011,2012,2015,10444,9568,876,876,ar1_lag1_honest,0.06064854934811592,0.10178380459547043,0.7899543378995434,0.11071497201919556,0.0
3,2,2011,2012,2015,10444,9568,876,876,ridge,0.0777326375246048,0.11692112684249878,0.6929223744292238,-0.1397876739501953,-0.28169000148773193
3,2,2011,2012,2015,10444,9568,876,876,lgbm,0.057437716570270275,0.09609692093366792,0.8025114155251142,0.157795169022534,0.0529416253539029
3,2,2011,2012,2015,10444,9568,876,876,catboost,0.05695853767052326,0.09746131841827237,0.8013698630136986,0.1648213324629917,0.060842538152271475
3,2,2011,2012,2015,10444,9568,876,876,xgboost,0.05722841992974281,0.09562893211841583,0.7922374429223744,0.16086405515670776,0.0563926100730896
3,2,2011,2012,2015,10444,9568,876,876,ensemble_lgbm_prior,0.05527894390714222,0.09369113586367468,0.8013698630136986,0.18944908694324747,0.08853642005767959
3,2,2011,2012,2015,10444,9568,876,876,ensemble_lgbm_ridge_prior,0.05864406718660883,0.09657313675142193,0.7831050228310502,0.14010654249626908,0.03305078494131142
3,2,2011,2012,2015,10444,9568,876,876,ensemble_lgbm_catboost_xgboost,0.05589529815813442,0.09538305278243732,0.8013698630136986,0.18041153185269898,0.07837369963621665
3,2,2011,2012,2015,10444,9568,876,876,ensemble_lgbm_cat_xgb_ridge_prior,0.05555068602110493,0.09427874766998043,0.8105022831050228,0.18546455317649457,0.08405581636833259
3,1,2015,2016,2019,11320,10444,876,875,naive_persistence,0.08104832470417023,0.1421828269958496,0.6731428571428572,0.0,-0.105277419090271
3,1,2015,2016,2019,11320,10444,876,875,ar1_lag1_honest,0.07332848757505417,0.13001172244548798,0.6617142857142857,0.09524983167648315,0.0
3,1,2015,2016,2019,11320,10444,876,875,ridge,0.08884019404649734,0.135529026389122,0.5931428571428572,-0.096138596534729,-0.21153724193572998
3,1,2015,2016,2019,11320,10444,876,875,lgbm,0.07990497517973645,0.13016777560957007,0.5897142857142857,0.014107009967288642,-0.08968530269973218
3,1,2015,2016,2019,11320,10444,876,875,catboost,0.07586653198687943,0.12300548977991677,0.6137142857142858,0.06393460612794355,-0.0346119836336114
3,1,2015,2016,2019,11320,10444,876,875,xgboost,0.07913976162672043,0.12841001152992249,0.6022857142857143,0.023548483848571777,-0.07924985885620117
