trial,mae,n_estimators,learning_rate,num_leaves,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda,boosting_type,random_state,n_jobs,verbosity
81,0.09532715630681514,2036,0.029399160904331787,117,40,0.9855681014504408,0.6781248918789133,2.171228796642832,1.699831769574895,gbdt,0,-1,-1
82,0.09610981970121173,2088,0.031946237088239855,52,36,0.6612351639925198,0.6468744747206752,2.7763486231228693,2.283272761966978,gbdt,0,-1,-1
83,0.09764321618665037,1820,0.05239412720098079,113,45,0.9546152060703751,0.5902051173747626,1.5579977796339433,1.2208598232402832,gbdt,0,-1,-1
84,0.09456149219613474,2299,0.03692934958395511,119,28,0.9799027588832858,0.619929490185853,2.4985816205498232,2.167492928663916,gbdt,0,-1,-1
85,0.0963002803105871,2537,0.03711828385174645,119,30,0.973578712750477,0.6195272347599469,1.3369783383352432,0.6780490264097607,gbdt,0,-1,-1
86,0.09458697059948465,2464,0.04424282579833675,124,34,0.9024251794633633,0.602445771378297,1.8195406033788588,0.33937562238504104,gbdt,0,-1,-1
87,0.09492788461708294,944,0.06569780071661054,115,13,0.9939105818631093,0.6354002045825435,0.7437392835371723,0.13344111708887293,gbdt,0,-1,-1
88,0.09729731349260154,2275,0.02102432119884395,108,38,0.9630826429263614,0.6156017176420046,0.016512520797644897,0.0013591479695678787,gbdt,0,-1,-1
89,0.09583816569118417,508,0.049946995171842354,120,28,0.9553055165241061,0.5765082676018121,3.8504789957809904,0.9280245873929767,gbdt,0,-1,-1
90,0.09713631824813997,1253,0.03472588359724077,94,21,0.7887094681261424,0.6683516275506058,2.987161633850937,3.3897552270893554,gbdt,0,-1,-1
91,0.09616705999243544,2442,0.04561546483987884,125,35,0.9028272574083531,0.6026209298821993,1.9467805403078762,0.319584755522577,gbdt,0,-1,-1
92,0.09550338903354974,2718,0.04286048451459489,123,35,0.8783030452182388,0.5872163076222878,0.9824457257945264,1.7045652815086494,gbdt,0,-1,-1
93,0.09666487217861425,2185,0.040466262828332926,111,23,0.8451987880719832,0.6015261777869565,1.7213468481595091,0.5080565894194796,gbdt,0,-1,-1
94,0.09710489260515005,2528,0.05930585280290123,121,33,0.9260432274699775,0.6268732036759481,2.509767463207434,1.1863313991833166,gbdt,0,-1,-1
95,0.0995149744547358,2705,0.0838116632935613,114,17,0.9437066176042676,0.5505608986392007,1.3007582645245523,0.9843695596225431,gbdt,0,-1,-1
96,0.09540105995039273,2347,0.03768301455662586,124,29,0.9091806542839771,0.5682960912953648,3.1936192893613575,0.7210384921199016,gbdt,0,-1,-1
97,0.09846231624285703,1497,0.04827889641172125,107,43,0.8916174820800762,0.6529418795318666,0.505246718266328,0.25494990908860926,gbdt,0,-1,-1
98,0.09667009861398226,1350,0.05516401907228615,74,31,0.828264940866958,0.6150684261504895,4.1936696487209035,1.5414101855041258,gbdt,0,-1,-1
99,0.09706188539174564,861,0.03378146078659468,118,27,0.9741830210682412,0.688807901764085,1.7170918412193963,2.1638801122996956,gbdt,0,-1,-1
